,opted_in_to_mailing_list,enabled_for_marketing_drip,creation_login_gap,mean_gap_length,creation_source_GUEST_INVITE,creation_source_ORG_INVITE,creation_source_PERSONAL_PROJECTS,creation_source_SIGNUP,creation_source_SIGNUP_GOOGLE_AUTH,org_size_L,org_size_M,org_size_S,org_size_XL,org_size_XS,group_size_L,group_size_M,group_size_S,group_size_XL,group_size_XS,adopted
4956,0,0,1.0,100.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,False
4957,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
4958,0,0,0.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
4959,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
4960,0,0,0.0,3.761904761904762,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,True
4961,0,0,100.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
4962,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
4963,0,0,0.0,15.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
4964,1,0,0.0,1.2276785714285714,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,True
4965,0,0,3.0,8.75,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,True
4966,1,1,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
4967,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
4968,0,0,0.0,5.466666666666667,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,True
4969,1,1,6.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
4970,1,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
4971,0,0,1.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
4972,0,0,2.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
4973,0,0,0.0,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,True
4974,0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
4975,0,0,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
4976,0,0,100.0,100.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,False
4977,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
4978,0,0,2.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
4979,0,0,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
4980,0,0,6.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
4981,0,0,1.0,100.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
4982,1,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
4983,0,0,1.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
4984,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
4985,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
4986,1,0,100.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
4987,0,0,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
4988,0,0,1.0,9.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
4989,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
4990,1,0,1.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
4991,0,0,1.0,4.676923076923077,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,True
4992,1,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
4993,0,0,100.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
4994,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
4995,0,0,5.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
4996,0,1,3.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
4997,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
4998,0,0,1.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
4999,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5000,0,0,100.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5001,0,0,0.0,100.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False
5002,1,1,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5003,0,0,0.0,100.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False
5004,0,0,1.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
5005,1,0,2.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
5006,0,0,1.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5007,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5008,0,0,3.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
5009,1,0,0.0,100.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
5010,1,0,5.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5011,1,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5012,0,0,0.0,2.3653136531365315,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True
5013,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5014,1,0,0.0,2.8666666666666667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,True
5015,0,0,2.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5016,1,1,1.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5017,0,0,1.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5018,0,0,0.0,100.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,False
5019,1,1,1.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5020,0,0,0.0,100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False
5021,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5022,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5023,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5024,1,0,1.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
5025,1,0,4.0,100.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
5026,0,0,0.0,6.9375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,True
5027,0,0,0.0,100.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False
5028,0,0,2.0,21.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False
5029,0,0,2.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5030,1,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5031,0,0,2.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False
5032,0,0,3.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5033,1,1,2.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5034,0,0,0.0,8.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5035,0,0,0.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
5036,1,1,100.0,100.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
5037,0,0,5.0,100.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
5038,0,0,2.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5039,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5040,0,1,0.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False
5041,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5042,1,1,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5043,0,0,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5044,1,0,0.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,False
5045,0,0,0.0,26.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5046,1,0,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5047,0,1,0.0,6.666666666666667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False
5048,0,0,0.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5049,0,0,100.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5050,0,0,100.0,100.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,False
5051,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5052,1,1,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5053,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5054,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5055,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5056,1,1,0.0,1.7402597402597402,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,True
5057,0,0,0.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5058,0,0,2.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
5059,0,0,3.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
5060,1,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5061,1,1,4.0,11.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5062,1,0,0.0,4.630952380952381,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True
5063,0,0,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5064,1,1,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5065,0,0,1.0,100.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,False
5066,0,0,1.0,1.5335820895522387,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,True
5067,0,0,0.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
5068,0,0,1.0,10.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5069,0,0,100.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
5070,0,0,2.0,1.3232758620689655,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,True
5071,0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5072,0,0,1.0,1.951048951048951,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,True
5073,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5074,0,0,3.0,17.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False
5075,0,0,1.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
5076,1,0,2.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5077,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5078,0,0,4.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5079,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5080,0,0,2.0,100.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False
5081,0,0,2.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5082,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5083,0,0,0.0,12.666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5084,0,0,3.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False
5085,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5086,0,0,7.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5087,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5088,0,0,100.0,100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False
5089,1,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5090,1,1,100.0,100.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False
5091,0,0,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5092,0,0,2.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5093,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5094,0,0,1.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
5095,0,0,100.0,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
5096,0,0,0.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5097,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5098,0,0,2.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5099,1,1,1.0,4.666666666666667,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,True
5100,1,0,0.0,1.4008714596949892,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,True
5101,0,0,2.0,14.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
5102,0,0,0.0,6.818181818181818,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,True
5103,1,1,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5104,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5105,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5106,0,0,0.0,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
5107,0,0,1.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
5108,0,1,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
5109,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5110,1,1,0.0,4.5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5111,0,0,0.0,17.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5112,0,0,2.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5113,0,0,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5114,1,0,0.0,2.8177966101694913,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,True
5115,1,0,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5116,1,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5117,0,0,2.0,100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False
5118,0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5119,0,0,100.0,100.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
5120,1,1,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5121,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5122,0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5123,0,0,100.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,False
5124,1,0,0.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5125,1,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,False
5126,0,0,0.0,3.7142857142857144,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,True
5127,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5128,1,0,100.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
5129,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5130,0,0,1.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
5131,0,0,0.0,27.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5132,0,0,0.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5133,1,0,3.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5134,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5135,1,0,1.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
5136,0,0,1.0,14.666666666666666,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5137,0,0,1.0,100.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
5138,0,0,100.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5139,1,1,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5140,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5141,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5142,1,0,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5143,0,0,1.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5144,0,0,0.0,12.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5145,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5146,1,1,0.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
5147,1,0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5148,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5149,0,0,0.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5150,0,0,2.0,1.567099567099567,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,True
5151,0,0,0.0,9.75,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5152,0,0,0.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True
5153,1,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5154,1,1,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5155,0,0,0.0,8.933333333333334,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True
5156,0,0,0.0,1.934782608695652,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,True
5157,0,0,0.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5158,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5159,1,0,0.0,2.8958333333333335,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,True
5160,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False
5161,0,0,0.0,7.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5162,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5163,1,1,3.0,100.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5164,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5165,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5166,1,0,0.0,5.4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,True
5167,0,1,1.0,14.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5168,0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5169,0,0,0.0,12.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5170,0,0,100.0,100.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False
5171,1,1,100.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5172,0,0,1.0,5.244897959183674,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,True
5173,0,0,1.0,7.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5174,0,0,0.0,100.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5175,1,1,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5176,0,0,0.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5177,0,1,3.0,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False
5178,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,False
5179,0,0,1.0,4.032258064516129,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,True
5180,1,1,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5181,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,False
5182,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5183,0,0,1.0,100.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,False
5184,1,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5185,1,1,4.0,100.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,False
5186,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5187,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5188,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5189,0,0,1.0,18.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5190,0,0,1.0,100.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False
5191,0,0,0.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5192,0,0,2.0,100.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,False
5193,1,1,2.0,100.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
5194,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5195,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5196,0,0,5.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5197,0,0,2.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5198,1,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5199,1,1,1.0,2.167315175097276,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,True
5200,0,0,1.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5201,0,0,3.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,False
5202,0,0,0.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5203,0,0,100.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
5204,1,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5205,1,0,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False
5206,0,0,5.0,100.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,False
5207,0,0,1.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5208,0,0,100.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
5209,1,0,0.0,1.6787003610108304,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,True
5210,0,0,0.0,3.288135593220339,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,True
5211,0,0,0.0,13.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5212,0,0,1.0,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
5213,0,0,100.0,100.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5214,0,0,1.0,4.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,True
5215,1,0,0.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
5216,0,0,100.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,False
5217,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5218,1,1,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5219,0,0,100.0,100.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False
5220,0,0,100.0,100.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False
5221,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5222,0,0,1.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5223,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5224,0,0,0.0,10.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,True
5225,0,0,1.0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,False
5226,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5227,0,0,0.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False
5228,1,1,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5229,1,1,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5230,0,0,3.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5231,0,0,100.0,100.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False
5232,0,0,100.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5233,0,1,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5234,1,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5235,0,0,2.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5236,0,0,0.0,100.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False
5237,0,0,0.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5238,0,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5239,0,0,0.0,1.6138392857142858,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True
5240,0,0,100.0,100.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False
5241,0,1,4.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,False
5242,0,0,4.0,4.777777777777778,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,True
5243,0,0,1.0,100.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
5244,1,0,0.0,100.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False
5245,0,0,2.0,10.2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,False
